strain,strategy,flip_size,seed,gene_idx,gene_name,category,orig_presence,new_presence,logit_prob_var1,logit_prob_var10,logit_prob_var100,suspect_var1,suspect_var10,suspect_var100,z_score_var1,z_score_var10,z_score_var100,consistent_across_variations,only_suspect_at_100,suspect_at_all
10465,core_targeted,50,7,1687,FEOBHI_08715 DNA polymerase IV,core,1,0,11.511559,10.199345,7.511402,False,False,False,0.4420038453366395,0.5848474865363555,0.5831933330397724,True,False,False
10465,core_targeted,50,7,1690,FEOBHI_13305 undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,core,1,0,11.511559,11.000726,8.308043,False,False,False,0.4420038453366395,0.7401041933323204,0.7844337001874346,True,False,False
10465,core_targeted,50,7,1709,FEOBHI_05705 23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,core,1,0,11.442565,9.088973,6.500305,False,False,False,0.43090683739757857,0.36972796156827054,0.32777899772198155,True,False,False
10465,core_targeted,50,7,1719,FEOBHI_03860 RNA polymerase sigma factor RpoD,core,1,0,11.106089,8.743295,5.96443,False,False,False,0.3767879742601542,0.30275753440339465,0.19241101924076653,True,False,False
10465,core_targeted,50,7,1732,FEOBHI_03570 tRNA 2-thiouridine(34) synthase MnmA,core,1,0,11.511559,11.022388,8.340494,False,False,False,0.4420038453366395,0.7443009122246002,0.7926311833125924,True,False,False
10465,core_targeted,50,7,1754,FEOBHI_09890 DNA polymerase III subunit beta,core,1,0,11.511559,9.628772,6.971715,False,False,False,0.4420038453366395,0.4743067013584016,0.4468624010078776,True,False,False
10465,core_targeted,50,7,1888,FEOBHI_11245 tyrosine--tRNA ligase,core,1,0,8.847177,6.50761,3.685891,False,False,False,0.013464143236586741,-0.13037613177179092,-0.3831732463446952,True,False,False
10465,core_targeted,50,7,1910,FEOBHI_09925 serine--tRNA ligase,core,1,0,9.100658,6.76207,4.548402,False,False,False,0.05423407496110036,-0.0810779557340496,-0.16529338539239968,True,False,False
10465,core_targeted,50,7,1934,FEOBHI_04620 ribosome biogenesis GTPase Der,core,1,0,11.511559,9.76646,6.921736,False,False,False,0.4420038453366395,0.500981885129071,0.43423715034958493,True,False,False
10465,core_targeted,50,7,1984,FEOBHI_09885 chromosomal replication initiator protein DnaA,core,1,0,11.511559,11.074835,8.399152,False,False,False,0.4420038453366395,0.7544618076056089,0.8074488457931173,True,False,False
10465,core_targeted,50,7,2081,FEOBHI_10220 F0F1 ATP synthase subunit alpha,core,1,0,11.511559,9.405611,6.625234,False,False,False,0.4420038453366395,0.43107228234260986,0.3593374510621816,True,False,False
10465,core_targeted,50,7,2259,FEOBHI_02905 Putative DNA topoisomerase 3,core,1,0,11.511559,10.265596,7.568084,False,False,False,0.4420038453366395,0.5976827198173288,0.5975118359672688,True,False,False
10465,core_targeted,50,7,2293,FEOBHI_03405 valine--tRNA ligase,core,1,0,10.218763,7.860834,5.015279,False,False,False,0.23407029349754876,0.1317926765693883,-0.04735506826737213,True,False,False
10465,core_targeted,50,7,2301,FEOBHI_05835 isoleucine--tRNA ligase,core,1,0,10.544196,8.169559,5.567899,False,False,False,0.2864129984375786,0.19160396084688452,0.09224288324797954,True,False,False
10465,core_targeted,50,7,2325,FEOBHI_07535 DNA-directed RNA polymerase subunit beta,core,1,0,11.511559,10.595253,7.594292,False,False,False,0.4420038453366395,0.6615492953815575,0.6041322679337455,True,False,False
10465,core_targeted,50,7,2374,FEOBHI_07545 50S ribosomal protein L7/L12,core,1,0,11.511559,9.187678,6.358682,False,False,False,0.4420038453366395,0.38885071746627137,0.2920034545142463,True,False,False
10465,core_targeted,50,7,2428,FEOBHI_03605 tRNA 5-hydroxyU34 O-methylase TrmR/YrrM,core,1,0,11.511559,10.164695,7.590742,False,False,False,0.4420038453366395,0.5781345186840106,0.6032354984938418,True,False,False
10465,core_targeted,50,7,2647,"FEOBHI_00615 type VII secretion system protein EssC, FtsK/SpoIIIE family ATPase",core,1,0,-11.211399,-8.856509,-6.421445,True,True,True,-3.2127609939964636,-3.1069659420634133,-2.936398610749473,True,False,True
10465,core_targeted,50,7,2742,ELEGCC_01000 D-aminoacyl-tRNA deacylase,core,0,1,-11.512916,-10.250455,-7.595852,False,False,False,-0.41187690880949945,-0.5384589315051171,-0.5103839486102023,True,False,False
10465,core_targeted,50,7,3038,HCCNHA_06420 N-acetylmuramoyl-L-alanine amidase,core,0,1,-11.512916,-10.729293,-7.957022,False,False,False,-0.41187690880949945,-0.6342770926556995,-0.6059141941172711,True,False,False
10465,core_targeted,50,7,3157,HCCNHA_12795 RNA-directed DNA polymerase,core,0,1,-11.512916,-11.223261,-8.524804,False,False,False,-0.41187690880949945,-0.7331228514033992,-0.7560937601235685,True,False,False
10465,core_targeted,50,7,3187,HCCNHA_08460 DNA segregation ATPase FtsK/SpoIIIE or related protein,core,0,1,-11.512916,-10.982614,-8.262355,False,False,False,-0.41187690880949945,-0.6849680411619307,-0.6866754324576918,True,False,False
10465,core_targeted,50,7,3377,MDBBCG_09235 cysteine--tRNA ligase,core,0,1,-8.038833,-5.688834,-3.42381,False,False,False,0.17535084687313054,0.37434693621190074,0.5931301763885574,True,False,False
