gene_idx	gene_name	category	n_train_flipped	n_val_flipped	n_val_not_flipped	cutoff_99th	tp	fp	fn	tn	sensitivity	specificity	false_positive_rate	dor	log10_dor
56	FEOBHI_06795 AraC family transcriptional regulator	other	1557	312	87042	5.990549926757812	308	4388	4	82654	0.9871794871794872	0.9495875554330093	0.05041244456699065	1450.4006381039198	3.1614879821553994
3544	LFCCLA_00165 DUF871 domain-containing protein	other	1731	312	87042	6.0692660331726085	309	5784	3	81258	0.9903846153846154	0.9335493210174398	0.06645067898256014	1447.0217842323652	3.1604750692674095
1044	FEOBHI_10170 thiaminase II	other	1650	303	87051	6.724121537208557	302	15072	1	71979	0.9966996699669967	0.8268601164834407	0.17313988351655926	1442.2543789808917	3.1590418662395408
4605	JICCIG_02060 KAP NTPase domain-containing protein	other	1758	354	87000	5.073303332328797	350	4987	4	82013	0.9887005649717514	0.9426781609195403	0.05732183908045977	1438.968818929216	3.158051383294702
2740	ELEGCC_12230 ESAT-6-like protein	other	1659	306	87048	6.150238914489751	304	8323	2	78725	0.9934640522875817	0.9043860858376987	0.09561391416230126	1437.7267812086989	3.1576763626204056
5411	BBGNOB_01790 staphylococcal enterotoxin type 26	other	1638	354	87000	6.198018207550041	347	2903	7	84097	0.980225988700565	0.966632183908046	0.03336781609195402	1436.0345947541953	3.1571649023922683
4423	IPGIMP_13035 IS21-like element helper ATPase IstB	other	1782	336	87018	5.159363613128669	334	9067	2	77951	0.9940476190476191	0.8958031671608173	0.1041968328391827	1435.7358552994376	3.1570745463561907
2560	FEOBHI_08625 radical SAM/CxCxxxxC motif protein YfkAB	other	1533	291	87063	6.637237129211428	290	14698	1	72365	0.9965635738831615	0.8311797204323306	0.1688202795676694	1427.8031024629202	3.1546683212989044
4506	JICCIG_00375 DUF4467 domain-containing protein	other	1584	282	87072	6.314493947029116	279	5326	3	81746	0.9893617021276596	0.9388322307975009	0.061167769202499084	1427.408561772437	3.154548297380538
2998	HCCNHA_03900 Outer membrane beta-barrel protein HofE	other	1680	282	87072	7.1818215894699104	281	14324	1	72748	0.9964539007092199	0.8354924660051452	0.16450753399485482	1427.1284557386205	3.1544630656918415
3368	MDBBCG_05410 superantigen-like protein SSL3	other	1608	294	87060	5.782390465736395	289	3396	5	83664	0.9829931972789115	0.9609924190213646	0.03900758097863542	1423.9632508833922	3.1534987813341946
1235	FEOBHI_05865 peptidoglycan editing factor PgeF	other	1791	315	87039	5.740443420410156	308	2615	7	84424	0.9777777777777777	0.9699559967370949	0.030044003262905135	1420.5185468451243	3.1524469084144005
3349	MDBBCG_08600 PTS system, glucose subfamily, IIA component	other	1581	363	86991	5.926385021209718	357	3498	6	83493	0.9834710743801653	0.9597889436838294	0.04021105631617064	1420.192538593482	3.1523472266226893
2209	FEOBHI_09810 peptide resistance ABC transporter permease subunit VraE	resistance	1704	258	87096	6.159212675094606	254	3732	4	83364	0.9844961240310077	0.9571507302287131	0.042849269771286856	1418.4389067524116	3.1518106351394937
4410	IPGIMP_09890 Phage protein	phage	1626	276	87078	5.819408416748047	269	2307	7	84771	0.9746376811594203	0.9735065114035693	0.026493488596430786	1412.0626044956343	3.1498539518037973
5028	ILDCAO_06355 Phage protein	phage	1659	288	87066	6.239450550079352	285	5489	3	81577	0.9895833333333334	0.9369558725564514	0.06304412744354858	1411.8810347968665	3.14979810457139
357	FEOBHI_00405 Glycine cleavage system H-like protein	other	1620	285	87069	6.482150015830993	283	7950	2	79119	0.9929824561403509	0.908693105468077	0.09130689453192296	1408.218679245283	3.148670100697582
4327	HODOOL_02215 TIGR01741 family protein	other	1749	333	87021	6.090611572265625	330	6308	3	80713	0.990990990990991	0.9275117500373473	0.0724882499626527	1407.48731769182	3.1484444902862436
3236	MDBBCG_07225 Methicillin resistance-related protein FmhC	other	1686	324	87030	6.0579881429672255	316	2393	8	84637	0.9753086419753086	0.9725037343444789	0.027496265655521084	1397.058712912662	3.145214658195909
4413	IPGIMP_12050 Phage capsid protein	phage	1773	342	87012	6.380062065124509	337	4017	5	82995	0.9853801169590644	0.9538339539373879	0.04616604606261206	1392.547423450336	3.1438099940734823
5495	MJCFPK_11975 Fructose-1,6-bisphosphatase class 3	other	1698	381	86973	6.61732808113098	378	7221	3	79752	0.9921259842519685	0.916974233382774	0.08302576661722604	1391.6011632737848	3.1435147831131873
5374	NFMFKK_08490 FTH domain-containing protein	other	1737	357	86997	6.808872127532956	353	5205	4	81792	0.988795518207283	0.9401703507017484	0.059829649298251665	1386.7711815561959	3.1420048080195735
5060	BNOEEK_08015 DUF1963 domain-containing protein	other	1578	273	87081	7.380518527030946	272	14307	1	72774	0.9963369963369964	0.8357046887380715	0.16429531126192856	1383.555462361082	3.1409965733176497
2979	ELEGCC_02340 Anthranilate/para-aminobenzoate synthases component I	other	1767	333	87021	5.84284217834472	328	3943	5	83078	0.984984984984985	0.954689098033808	0.04531090196619207	1382.1751965508497	3.140563095189345
740	FEOBHI_03185 galactose-6-phosphate isomerase subunit LacB	other	1593	282	87072	6.166126804351801	279	5499	3	81573	0.9893617021276596	0.9368453693495039	0.06315463065049615	1379.5761047463175	3.13974566346667
2526	FEOBHI_11015 autolysin/adhesin Aaa	phage	1830	354	87000	6.281954197883613	353	17791	1	69209	0.9971751412429378	0.7955057471264367	0.2044942528735632	1373.2098814007081	3.13773691987923
5452	FKHKIA_00990 putative transcriptional regulator YdeE, contains AraC-type DNA-binding domain	other	1707	318	87036	5.778873538970948	314	4712	4	82324	0.9874213836477987	0.9458614826048991	0.05413851739510088	1371.4842954159592	3.137190838952405
5425	FAFDJM_00345 BPL/LPL catalytic domain-containing protein	other	1728	327	87027	4.846149544715882	322	3914	5	83113	0.9847094801223242	0.9550254518712583	0.04497454812874165	1367.5210015329585	3.1359340046799393
2871	ELEGCC_09680 ABC transporter ATP-binding protein	other	1608	321	87033	6.808041415214543	320	16530	1	70503	0.9968847352024922	0.8100720416393782	0.18992795836062185	1364.8493647912885	3.1350847219629148
2623	FEOBHI_01515 Na+/phosphate symporter	other	1734	321	87033	6.396363968849185	319	9127	2	77906	0.9937694704049844	0.8951317316420209	0.10486826835797916	1361.4557905116687	3.134003543400141
3518	LFCCLA_04485 Enterotoxin-like toxin X	other	1710	288	87066	6.792699627876287	286	8296	2	78770	0.9930555555555556	0.9047159626030827	0.09528403739691728	1357.776036644166	3.1328281395533937
2241	FEOBHI_10080 potassium-transporting ATPase subunit KdpB	other	1509	258	87096	5.806648902893069	256	7504	2	79592	0.9922480620155039	0.9138421971158263	0.08615780288417378	1357.6460554371001	3.1327865621344078
617	FEOBHI_08555 thioredoxin-dependent thiol peroxidase	other	1635	327	87027	5.721519765853884	323	4887	4	82140	0.9877675840978594	0.9438450136164639	0.056154986383536144	1357.2344996930633	3.1326548904926024
3253	MDBBCG_04895 Rhodanese-related sulfurtransferase	iron_fes	1725	303	87051	6.146254291534423	300	5982	3	81069	0.9900990099009901	0.9312816624737223	0.06871833752627769	1355.2156469408226	3.1320084072581995
1750	FEOBHI_12505 Alcohol dehydrogenase	other	1605	255	87099	6.054954795837403	251	3868	4	83231	0.984313725490196	0.9555907645323138	0.044409235467686194	1350.2443769389865	3.130412377347821
1164	FEOBHI_00255 Kynurenine formamidase	other	1782	312	87042	6.479131336212159	311	16298	1	70744	0.9967948717948718	0.8127570598102065	0.18724294018979343	1349.9437967848817	3.1303156875658966
4695	PODMID_01570 DUF4064 domain-containing protein	other	1614	285	87069	6.297288389205927	276	1936	9	85133	0.968421052631579	0.9777647612812826	0.02223523871871734	1348.5254820936639	3.1298591574096775
5504	IGKFAK_05270 superantigen-like protein SSL7	other	1620	285	87069	7.371445012092586	284	15150	1	71919	0.9964912280701754	0.8260000689108637	0.1739999310891362	1348.1845544554456	3.12974934731457
4859	GGOKJO_00960 HNH endonuclease	other	1644	240	87114	6.422772130966185	236	3653	4	83461	0.9833333333333333	0.9580664416741281	0.041933558325871846	1347.987681357788	3.1296859233990175
4580	JICCIG_11895 IS3 family transposase	other	1665	279	87075	6.743677253723142	277	8122	2	78953	0.992831541218638	0.9067240884295148	0.09327591157048522	1346.3420955429697	3.129155424917455
4562	JICCIG_13225 Oligopeptide transport system permease protein oppB	resistance	1689	342	87012	6.161802616119375	333	2331	9	84681	0.9736842105263158	0.9732105916425321	0.026789408357467934	1344.142857142857	3.128445428518233
2434	FEOBHI_06380 DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain	other	1575	318	87036	5.922785110473632	316	9193	2	77843	0.9937106918238994	0.8943770393860012	0.10562296061399881	1337.8868704449037	3.126419391743686
3108	HCCNHA_00280 superantigen-like protein SSL1	other	1605	318	87036	5.860330581665041	309	2179	9	84857	0.9716981132075472	0.9749643825543454	0.025035617445654672	1337.0461985620316	3.126146413570084
1424	FEOBHI_09780 EamA family transporter RarD	other	1791	345	87009	6.167693853378293	343	9926	2	77083	0.9942028985507246	0.8859198473721109	0.11408015262788906	1331.8289844851904	3.12444846217464
5432	JNPAEA_13010 NPH3 domain-containing protein	other	1812	312	87042	5.831642293930052	305	2766	7	84276	0.9775641025641025	0.9682222375404977	0.03177776245950231	1327.5581035017044	3.123053538023149
3661	GLIPDI_11620 Glutamine amidotransferase	other	1644	321	87033	7.2881535816192615	320	16914	1	70119	0.9968847352024922	0.8056599220985143	0.19434007790148564	1326.5980844271019	3.12273936585295
5353	PCLKBG_10130 Uncharacterized lipoprotein SAUSA300_0410	other	1578	297	87057	7.20482867717743	294	6001	3	81056	0.98989898989899	0.9310681507518063	0.06893184924819372	1323.6940509915014	3.121787617036852
5593	IDKCAE_05390 Uncharacterized lipoprotein SA0398	other	1611	312	87042	6.780767917633059	310	9163	2	77879	0.9935897435897436	0.8947289814112728	0.10527101858872728	1317.3900469278622	3.119714377960333
4517	JICCIG_05690 Protein VraC	other	1701	291	87063	6.8853912353515625	289	8632	2	78431	0.993127147766323	0.9008534050055707	0.09914659499442932	1312.9378475440221	3.11824416774405
2534	FEOBHI_04115 DNA-binding transcriptional regulator, LacI/PurR family	other	1677	336	87018	6.284719772338868	334	9835	2	77183	0.9940476190476191	0.8869774069732699	0.1130225930267301	1310.5806812404678	3.1174637619014423
1965	FEOBHI_06255 Nramp family divalent metal transporter	other	1692	315	87039	6.073918266296387	312	6404	3	80635	0.9904761904761905	0.9264237870379944	0.07357621296200553	1309.5003123048095	3.1171056063368443
4429	IPGIMP_00780 DUF1672 domain-containing protein	other	1713	297	87057	5.368745594024657	286	1696	11	85361	0.9629629629629629	0.9805185108607004	0.01948148913929954	1308.6002358490566	3.116806994235257
3241	MDBBCG_06035 GNAT family N-acetyltransferase	other	1758	303	87051	6.9027831792831424	301	8985	2	78066	0.9933993399339934	0.8967846434848538	0.1032153565151463	1307.6163606010016	3.1164803457369374
4529	JICCIG_08120 Putative lipoprotein	other	1788	342	87012	7.735177979469299	341	18000	1	69012	0.9970760233918129	0.7931319817956144	0.2068680182043856	1307.394	3.1164064875345416
4522	JICCIG_12715 Staphylococcal tandem lipoprotein	other	1617	330	87024	6.384303112030024	327	6698	3	80326	0.990909090909091	0.9230327266041551	0.07696727339584482	1307.1863242759032	3.1163374956429153
2696	ELEGCC_05330 Uncharacterized membrane protein YozV, TM2 domain, contains pTyr	other	1647	267	87087	6.000593299865723	263	4173	4	82914	0.9850187265917603	0.9520824003582624	0.04791759964173757	1306.3971962616822	3.116075239663864
579	FEOBHI_00350 MepB	other	1701	318	87036	6.318597793579102	316	9404	2	77632	0.9937106918238994	0.8919527551817639	0.10804724481823613	1304.3232666950234	3.115385241351981
736	FEOBHI_08015 Putative phosphoesterase SAOUHSC_00951	other	1719	348	87006	7.105559244155882	347	18302	1	68704	0.9971264367816092	0.7896466910328024	0.21035330896719767	1302.6056168724729	3.1148129465322607
785	FEOBHI_04160 8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	other	1608	366	86988	6.811656446456912	365	19080	1	67908	0.9972677595628415	0.7806594012967306	0.2193405987032694	1299.0786163522012	3.1136354340713512
4886	GGOKJO_03895 Tandem-type lipoprotein	other	1548	300	87054	6.33372932910919	296	4692	4	82362	0.9866666666666667	0.9461024191880901	0.05389758081190985	1298.9744245524296	3.113600600353169
514	FEOBHI_03825 cytidine deaminase	other	1653	291	87063	6.025814590454102	287	4564	4	82499	0.9862542955326461	0.9475781905057258	0.05242180949427426	1296.9551380368098	3.1129249540023354
4340	HODOOL_02840 Lipase-3 domain-containing protein	other	1716	303	87051	5.805442333221428	298	3842	5	83209	0.9834983498349835	0.9558649527288601	0.044135047271139906	1290.80072878709	3.1108592019349373
4480	JICCIG_12675 Lipoprotein	other	1713	315	87039	6.729116744995116	311	4955	4	82084	0.9873015873015873	0.9430714966853939	0.056928503314606096	1287.998183652876	3.1099152505780716
3370	MDBBCG_03090 ABC transporter ATP-binding protein	other	1707	309	87045	6.437198524475099	307	9303	2	77742	0.9935275080906149	0.893124246079614	0.10687575392038601	1282.7471783295712	3.108141068007021
1856	FEOBHI_03655 Mn2+ or Fe2+ transporter, NRAMP family	other	1593	300	87054	6.208249149322507	298	9064	2	77990	0.9933333333333333	0.895880717715441	0.10411928228455901	1282.0509708737864	3.107905291898225
669	FEOBHI_10070 Uncharacterized membrane YdbS, contains bPH2 (bacterial pleckstrin-like proteiny) domain	other	1632	282	87072	6.160988121032717	280	8600	2	78472	0.9929078014184397	0.9012311650128629	0.09876883498713708	1277.4511627906977	3.106344305960619
2801	ELEGCC_12215 restriction endonuclease subunit S	other	1719	333	87021	5.09232404708861	327	3561	6	83460	0.9819819819819819	0.9590788430378874	0.04092115696211259	1277.329401853412	3.106302908978079
2493	FEOBHI_04790 5'-3' exonuclease Xni/ExoIX (flap endonuclease)	other	1647	321	87033	6.505577096939084	318	6685	3	80348	0.9906542056074766	0.9231900543472016	0.07680994565279836	1274.0296185489904	3.105179524563591
2030	FEOBHI_10525 Alkaline phosphatase	other	1752	342	87012	6.207308897972108	341	18373	1	68639	0.9970760233918129	0.7888452167517124	0.2111547832482876	1273.9290807162683	3.105145251617166
4343	HODOOL_02710 DUF262 domain-containing protein	other	1626	288	87066	6.847509384155273	286	8803	2	78263	0.9930555555555556	0.8988927939723887	0.10110720602761124	1271.3403385209588	3.1042618269944793
4042	MANKBP_12240 HTH-56 domain-containing protein	other	1743	372	86982	7.063465118408192	370	11052	2	75930	0.9946236559139785	0.8729392288059599	0.12706077119404013	1270.9961997828448	3.104144252036457
5527	JKMBAI_11725 Transposase	other	1662	279	87075	6.401968355178826	275	4473	4	82602	0.985663082437276	0.9486304909560723	0.05136950904392765	1269.592555331992	3.1036643671276085
1192	FEOBHI_01270 type 8 capsular polysaccharide synthesis protein Cap8C	other	1782	306	87048	6.395783972740176	304	9315	2	77733	0.9934640522875817	0.8929900744416873	0.10700992555831265	1268.4289855072464	3.1032661577495806
3522	LFCCLA_04920 DUF5079 domain-containing protein	other	1608	270	87084	6.308108882904057	268	8326	2	78758	0.9925925925925926	0.9043911625556934	0.09560883744430665	1267.5440787893347	3.1029630708393947
3821	GFNPHG_02305 Hydrolase	other	1698	276	87078	6.369389581680298	269	2563	7	84515	0.9746376811594203	0.9705666184340477	0.029433381565952363	1267.1832673764004	3.102839429606786
3899	GFNPHG_02845 t-SNARE coiled-coil-like y domain-containing protein	other	1635	273	87081	6.615377054214479	268	3537	5	83544	0.9816849816849816	0.9593826437454783	0.040617356254521654	1266.032909245123	3.102444994873913
1999	FEOBHI_02405 Membrane-associated protein TcaA	other	1596	291	87063	6.0212100505828845	284	2710	7	84353	0.9759450171821306	0.9688731148708406	0.031126885129159343	1262.849341064839	3.1013515419670643
4234	OANBGH_01845 Protein ADP-ribosyltransferase	other	1734	297	87057	6.63846088409424	294	6300	3	80757	0.98989898989899	0.9276336193528378	0.0723663806471622	1256.22	3.099065703429219
5596	JOOCNC_10335 TIGR01741 family protein	other	1650	342	87012	6.830894460678101	339	7196	3	79816	0.9912280701754386	0.9172987633889579	0.08270123661104216	1253.3640911617565	3.0980772480201697
5522	HIMFOE_02865 Surface antigen	other	1650	345	87009	5.715778627395629	333	1885	12	85124	0.9652173913043478	0.9783355744808009	0.021664425519199164	1253.151724137931	3.098003655963624
1012	FEOBHI_02375 DNA-binding heme response regulator HssR	other	1659	333	87021	6.876027603149415	332	18235	1	68786	0.996996996996997	0.7904528791900806	0.20954712080991944	1252.369180148067	3.097732371419868
5399	DGHKBE_12270 Lipoprotein, putative	other	1590	297	87057	6.369226012229918	295	9184	2	77873	0.9932659932659933	0.8945058984343591	0.1054941015656409	1250.6824368466898	3.0971470511539283
5278	JDNDDF_02705 Acetyltransferase	other	1596	297	87057	7.2008196353912295	295	9193	2	77864	0.9932659932659933	0.8944025178905775	0.10559748210942256	1249.313608180137	3.096671470564796
3154	HCCNHA_03895 retron St85 family RNA-directed DNA polymerase	core	1740	330	87024	6.985128278732272	328	10101	2	76923	0.9939393939393939	0.8839285714285714	0.11607142857142858	1248.923076923077	3.096535690338411
1095	FEOBHI_05410 DNA-binding transcriptional regulator, GntR family	other	1644	288	87066	6.27648134231567	287	16295	1	70771	0.9965277777777778	0.8128431304987022	0.18715686950129787	1246.4729671678429	3.0956828641978804
4420	IPGIMP_06200 DUF443 domain-containing protein	other	1722	312	87042	6.566314978599542	309	6647	3	80395	0.9903846153846154	0.9236345672204224	0.07636543277957768	1245.7777944937566	3.095440585476333
4509	JICCIG_02095 Serine protease	other	1569	291	87063	6.83188192367553	286	3830	5	83233	0.9828178694158075	0.9560088671421844	0.043991132857815606	1243.0620365535249	3.0944928031875585
4585	JICCIG_06150 Uroporphyrinogen-III methylase (siroheme synthase)	other	1716	333	87021	6.313310575485215	331	10242	2	76779	0.993993993993994	0.8823042713827697	0.11769572861723032	1240.6682776801406	3.093655678008837
952	FEOBHI_12015 ABC transporter ATP-binding protein	other	1623	276	87078	5.7278379058837885	268	2299	8	84779	0.9710144927536232	0.9735983830588668	0.026401616941133237	1235.3616789908656	3.091794125364203
1122	FEOBHI_05970 superantigen-like protein SSL14	other	1725	297	87057	6.33352840423584	296	16865	1	70192	0.9966329966329966	0.8062763476802555	0.19372365231974453	1231.9497183516157	3.0905929825945884
761	FEOBHI_08630 Acyl-CoA hydrolase	other	1716	339	87015	5.997035241127014	334	4481	5	82534	0.9852507374631269	0.9485031316439694	0.05149686835603057	1230.366257531801	3.090034412209724
3162	HCCNHA_01250 ABC-type antimicrobial peptide transport system, permease component	resistance	1641	327	87027	6.739319705963131	326	18264	1	68763	0.9969418960244648	0.7901340963149367	0.20986590368506325	1227.372864651774	3.088976517463255
5404	DONGOG_07745 Extracellular matrix binding protein	other	1704	291	87063	5.689847621917725	287	4821	4	82242	0.9862542955326461	0.944626305089418	0.05537369491058199	1223.991599253267	3.0877784370820343
585	FEOBHI_10185 YwpF protein	other	1734	357	86997	6.666140360832215	352	4743	5	82254	0.9859943977591037	0.945480878650988	0.05451912134901204	1220.8900695762177	3.086676561302983
5001	OJEMIL_09295 superantigen-like protein SSL1	other	1599	360	86994	6.531517696380615	358	11136	2	75858	0.9944444444444445	0.8719911718049521	0.12800882819504794	1219.3410560344828	3.0861251970351753
5142	DGIMHL_00105 TIGR01741 family protein	other	1641	279	87075	7.486322212219231	278	16199	1	70876	0.996415770609319	0.8139649727246626	0.18603502727533736	1216.342243348355	3.0850557899737208
3042	HCCNHA_13095 LPXTG cell wall anchor domain-containing protein	other	1617	285	87069	5.539617252349853	284	16491	1	70578	0.9964912280701754	0.8105984908520828	0.18940150914791717	1215.4600691286157	3.0847406957651575
3288	MDBBCG_05150 DUF1433 domain-containing protein	other	1605	315	87039	7.1059154129028395	314	17895	1	69144	0.9968253968253968	0.7944025092200048	0.20559749077999517	1213.2559932942163	3.083952445339211
3671	GLIPDI_00315 ABC transporter permease	resistance	1686	285	87069	6.209896683692943	279	3217	6	83852	0.9789473684210527	0.9630522918604785	0.03694770813952153	1212.0354367423065	3.083515317649291
4629	LHLGEE_10685 TIGR01741 family protein	other	1677	282	87072	6.6848847198486325	281	16402	1	70670	0.9964539007092199	0.8116271591326718	0.1883728408673282	1210.7224728691624	3.083044603659582
3480	LFCCLA_03805 Amino acid permease	resistance	1713	330	87024	6.684473037719727	327	7232	3	79792	0.990909090909091	0.9168964883250598	0.08310351167494025	1202.617256637168	3.0801274313476044
3485	LFCCLA_05910 Nucleotide exchange factor GrpE	other	1707	327	87027	6.815554561614992	326	18698	1	68329	0.9969418960244648	0.7851471382444529	0.21485286175554713	1191.3174671087818	3.076027509460324
3680	GLIPDI_10885 DMT family transporter	other	1713	327	87027	6.465331535339347	323	5536	4	81491	0.9877675840978594	0.9363875578843347	0.06361244211566525	1188.655753251445	3.075056096746341
1956	FEOBHI_00380 PTS ascorbate transporter subunit IIC	other	1752	276	87078	6.220421695709229	274	9003	2	78075	0.9927536231884058	0.8966099359195204	0.10339006408047957	1188.0789736754416	3.074845309914128
655	FEOBHI_02010 putative transcriptional regulator YdeE, contains AraC-type DNA-binding domain	other	1671	321	87033	6.233446025848388	320	18486	1	68547	0.9968847352024922	0.7875978077281032	0.21240219227189686	1186.5757870821162	3.0742954820058888
4177	JABGIB_01800 helix-turn-helix domain-containing protein	other	1686	306	87048	5.873147583007825	300	3526	6	83522	0.9803921568627451	0.9594936127194191	0.04050638728058083	1184.3732274532047	3.0734885816784625
2632	FEOBHI_08040 Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	other	1716	339	87015	6.915665555000304	338	19343	1	67672	0.9970501474926253	0.7777049933919439	0.2222950066080561	1182.5019903841182	3.072801880413749
375	FEOBHI_12785 DUF3969 domain-containing protein	other	1713	405	86949	6.911070880889883	404	22167	1	64782	0.9975308641975309	0.7450574474692061	0.2549425525307939	1180.6707267559887	3.072128795588394
4406	IPGIMP_10215 Acetyltransferase, GNAT family	other	1545	321	87033	5.512981243133542	310	2030	11	85003	0.9657320872274143	0.9766755138855376	0.02332448611446233	1180.0685176892073	3.0719072242471768
5194	DPGLEO_08520 DNA-directed RNA polymerase subunit delta	core	1623	357	86997	6.2750928020477295	354	7917	3	79080	0.9915966386554622	0.9089968619607572	0.09100313803924273	1178.6585827965139	3.071388023008048
3025	HCCNHA_13000 Nitrogen regulation protein NIFR3	other	1644	294	87060	6.096609668731679	293	17369	1	69691	0.9965986394557823	0.8004939122444291	0.19950608775557088	1175.6268639530197	3.070269501467655
159	FEOBHI_02650 DUF4401 domain-containing protein	other	1563	285	87069	4.822244310379018	282	6471	3	80598	0.9894736842105263	0.9256796333942046	0.0743203666057954	1170.794622160408	3.068480718910863
2915	ELEGCC_12110 NADP-dependent oxidoreductase	other	1722	300	87054	6.420100364685057	295	4181	5	82873	0.9833333333333333	0.9519723390079721	0.04802766099202794	1169.4587419277684	3.067984904666614
314	FEOBHI_00605 WXG100 family type VII secretion effector EsxB	other	1626	288	87066	6.566056609153748	287	17255	1	69811	0.9965277777777778	0.8018170123814118	0.19818298761858819	1161.1565922920893	3.0648907921610298
5577	LEHKED_02875 4-hydroxy-tetrahydrodipicolinate synthase	other	1587	270	87084	6.599551630020142	263	2731	7	84353	0.9740740740740741	0.9686394745303385	0.03136052546966148	1160.4770099911075	3.064636541144457
3237	MDBBCG_02635 glutaredoxin-like protein NrdH	other	1665	282	87072	6.360565795898434	280	9387	2	77685	0.9929078014184397	0.8921926681367145	0.10780733186328556	1158.6129753914988	3.0639383878859574
1752	FEOBHI_00265 Low temperature requirement protein LtrA (function unknown)	other	1533	285	87069	5.862929382324223	283	9498	2	77571	0.9929824561403509	0.8909141026082762	0.10908589739172381	1155.642924826279	3.062823664765244
4720	PODMID_12650 MobA	other	1737	357	86997	6.8066350746154765	356	20494	1	66503	0.9971988795518207	0.7644286584594872	0.2355713415405129	1155.219478871865	3.062664503195823
4198	JABGIB_02115 FKLRK protein	other	1629	363	86991	6.485666904449463	358	5086	5	81905	0.9862258953168044	0.9415341816969571	0.058465818303042844	1153.0471883602045	3.0618470811239193
4518	JICCIG_11700 Acetyltransferase	other	1611	309	87045	5.414517593383789	301	2752	8	84293	0.9741100323624595	0.9683841691079327	0.03161583089206732	1152.443359375	3.0616195897533376
4329	HODOOL_02230 TIGR01741 family protein	other	1752	351	87003	5.503662700653077	347	6114	4	80889	0.9886039886039886	0.9297265611530637	0.0702734388469363	1147.7135672227673	3.059833515504498
587	FEOBHI_02365 Uncharacterized HTH-type transcriptional regulator SAUSA300_2310	other	1734	330	87024	6.5921353435516385	329	19438	1	67586	0.996969696969697	0.7766363302077588	0.22336366979224123	1143.9342524951126	3.0584010641430908
3175	HCCNHA_00220 FKLRK protein	other	1791	345	87009	6.554693317413329	343	11348	2	75661	0.9942028985507246	0.8695767104552402	0.13042328954475974	1143.4491980965809	3.0582168742541516
5002	OJEMIL_09315 superantigen-like protein SSL7	other	1638	336	87018	6.464577426910399	334	11091	2	75927	0.9940476190476191	0.8725436116665517	0.12745638833344825	1143.2520962942926	3.058142006386163
2843	ELEGCC_08580 Lipoprotein	other	1680	315	87039	6.691014556884766	309	3758	6	83281	0.9809523809523809	0.9568239524810717	0.0431760475189283	1141.2909792442788	3.0573963846191554
5255	JMGEJH_11855 hypothetical protein	other	1578	294	87060	6.75131681442261	291	6824	3	80236	0.9897959183673469	0.9216172754422237	0.07838272455777624	1140.5175849941384	3.0571019858047257
3517	LFCCLA_06900 DUF443 domain-containing protein	other	1713	348	87006	6.319550552368163	346	11485	2	75521	0.9942528735632183	0.867997609360274	0.132002390639726	1137.582324771441	3.055982835571113
2773	ELEGCC_03270 DUF1398 domain-containing protein	other	1626	333	87021	6.245893955230713	329	5871	4	81150	0.987987987987988	0.9325335263901817	0.06746647360981832	1136.8740419008686	3.055712350406599
4743	JAMKPL_06330 Spore coat protein CotF	other	1623	315	87039	6.47792028427124	313	10555	2	76484	0.9936507936507937	0.8787325222026907	0.12126747779730926	1134.0356229275226	3.0546266970594105
3654	GLIPDI_09550 Membrane spanning protein	other	1620	321	87033	6.0508703708648675	315	3851	6	83182	0.9813084112149533	0.9557524157503475	0.04424758424965243	1134.0054531290573	3.0546151429679678
1751	FEOBHI_11225 Phosphoglycolate phosphatase, HAD superfamily	other	1644	318	87036	5.539034342765802	310	2879	8	84157	0.9748427672955975	0.9669217335355486	0.03307826646445149	1132.714050017367	3.0541202874684474
1018	FEOBHI_03720 ComE operon protein 1	other	1596	324	87030	6.201065993309021	323	19380	1	67650	0.9969135802469136	0.7773181661496036	0.22268183385039642	1127.5	3.0521165505499983
3712	GLIPDI_12230 Type II toxin-antitoxin system PemK/MazF family toxin	other	1623	306	87048	7.369621629714966	305	18589	1	68459	0.9967320261437909	0.7864511533866373	0.21354884661336274	1123.2446608209157	3.0504743629147177
88	FEOBHI_02590 Phosphoglycolate phosphatase	other	1653	282	87072	6.494181442260743	277	4095	5	82977	0.9822695035460993	0.9529699558985667	0.0470300441014333	1122.570402930403	3.0502135876667875
2551	FEOBHI_00235 Cystathionine beta-lyase/cystathionine gamma-synthase	other	1563	300	87054	5.918988800048823	295	4349	5	82705	0.9833333333333333	0.9500425023548602	0.0499574976451398	1122.003908944585	3.0499943699594527
4559	JICCIG_03135 Alpha-hemolysin	other	1749	330	87024	6.093920021057128	327	7706	3	79318	0.990909090909091	0.9114497150211436	0.0885502849788564	1121.9390085647547	3.049969248218056
5373	NFMFKK_01500 Competence protein ComGF	other	1683	309	87045	5.541149597167971	306	7261	3	79784	0.9902912621359223	0.9165833764144983	0.08341662358550175	1120.7778542900428	3.0495195410369513
2697	ELEGCC_10130 Doubtful CDS No database matches	other	1563	276	87078	6.623095111846924	274	9542	2	77536	0.9927536231884058	0.890420083143848	0.10957991685615195	1113.229092433452	3.0465845473909114
