gene_idx	gene_name	category	n_train_flipped	cutoff_99th
2914	ELEGCC_08600 hypothetical protein	other	1665	8.273067207336405
2915	ELEGCC_12110 NADP-dependent oxidoreductase	other	1722	6.420100364685057
2916	ELEGCC_02930 superantigen-like protein SSL3	other	1665	6.202515735626213
2917	ELEGCC_08920 iron-regulated surface determinant protein A	resistance	1707	7.483706274032594
2918	ELEGCC_09505 Glutamyl endopeptidase	other	1671	8.35846118927001
2919	ELEGCC_12185 Serine protease	other	1605	6.691053237915046
2920	ELEGCC_12975 hypothetical protein	other	1635	5.058228893280032
2921	ELEGCC_09675 ABC transporter permease	resistance	1665	6.892649841308593
2922	ELEGCC_07405 MFS transporter	other	1647	5.322384510040282
2923	ELEGCC_03060 Integrase	phage	1656	8.510307407379154
2924	ELEGCC_02995 FRG domain-containing protein	other	1587	4.661769542694058
2925	ELEGCC_12405 MFS transporter	other	1695	4.483787660598753
2926	ELEGCC_07395 LeuA family protein	other	1623	5.094976778030396
2927	ELEGCC_07915 alanine racemase	other	1785	5.360545558929444
2928	ELEGCC_13055 Site-specific recombinase XerD	other	1551	7.997040033340454
2929	ELEGCC_11975 cysteine protease staphopain A	other	1668	7.67410178184507
2930	ELEGCC_12225 phosphoribosyl transferase	other	1698	5.475480298995969
2931	ELEGCC_09805 ABC-type Na+ efflux pump, permease component NatB	resistance	1758	6.625349965095521
2932	ELEGCC_10725 Putative type-1 restriction enzyme hindviip specificity protein shorts-hindviip	other	1647	6.08993367195129
2933	ELEGCC_13065 IS21 family transposase	other	1713	5.28597515106201
2934	ELEGCC_02900 Sau1hsdS1	other	1716	5.197318005561826
2935	ELEGCC_06610 SdrH family protein	other	1704	8.494492597579969
2936	ELEGCC_12965 T7SS effector LXG polymorphic toxin	other	1605	6.207485752105716
2937	ELEGCC_10740 Cytidylate cyclase	other	1656	5.427976989746106
2938	ELEGCC_12900 arsenite efflux transporter membrane subunit ArsB	resistance	1674	8.546724500656126
2939	ELEGCC_05315 16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	core	1578	5.573258051872254
2940	ELEGCC_06740 immunoglobulin-binding protein Sbi	other	1683	6.239879283905039
2941	ELEGCC_01465 Smooth muscle caldesmon	other	1698	6.675631499290465
2942	ELEGCC_07815 Superfamily II DNA helicase RecQ	other	1737	5.69221824645996
2943	ELEGCC_13020 multi-copper oxidase Mco	other	1788	7.237072196006764
2944	ELEGCC_02890 FKLRK protein	other	1656	4.866189622879029
2945	ELEGCC_08000 cardiolipin synthase	other	1590	6.308079667091353
2946	ELEGCC_06930 von Willebrand factor binding protein Vwb	other	1569	5.258745956420897
2947	ELEGCC_10730 site-specific DNA-methyltransferase (adenine-specific)	other	1674	8.613841657638545
2948	ELEGCC_10700 Lincomycin resistance protein lmrb	other	1662	7.438522233962993
2949	ELEGCC_08690 zinc metalloproteinase aureolysin	other	1638	6.558006896972645
2950	ELEGCC_02905 type I restriction-modification system subunit M	resistance	1659	8.546459751129156
2951	ELEGCC_10760 TPR-REGION domain-containing protein	other	1554	6.814919810295109
2952	ELEGCC_12235 Lipase	other	1650	5.422947449684143
2953	ELEGCC_03120 SAP domain-containing protein	other	1737	5.98033679962158
2954	ELEGCC_02610 Malolactic enzyme	other	1638	6.60163508415222
2955	ELEGCC_10770 DUF927 domain-containing protein	other	1701	7.76434326171875
2956	ELEGCC_03525 type 8 capsular polysaccharide synthesis protein Cap8D	other	1617	7.35495845794677
2957	ELEGCC_02080 ABC transporter permease protein	resistance	1845	5.480350112915033
2958	ELEGCC_07865 N-6 DNA methylase	other	1632	7.081600937843328
2959	ELEGCC_12885 DUF1430 domain-containing protein	other	1698	7.319421205520629
2960	ELEGCC_03880 staphylocoagulase	other	1605	6.120007667541508
2961	ELEGCC_00305 Lipoprotein	other	1674	6.6210136461257925
2962	ELEGCC_13050 Site-specific recombinase XerD	other	1746	7.596167111396787
2963	ELEGCC_10195 YSIRK-type signal peptide-containing protein	other	1746	3.722349655628203
2964	ELEGCC_12935 cadmium-translocating P-type ATPase CadA	other	1608	7.14698202610016
2965	ELEGCC_02105 AraC-type DNA-binding domain and AraC-containing proteins	other	1743	8.12600097656244
2966	ELEGCC_04055 Nitric oxide reductase	other	1656	6.788306975364685
2967	ELEGCC_08425 Collagen adhesin	other	1767	5.583621520996093
2968	ELEGCC_10720 Type I restriction enzyme endonuclease subunit	resistance	1659	5.632782430648808
2969	ELEGCC_07585 Extracellular matrix-binding protein ebh	other	1716	4.649214625358569
2970	ELEGCC_01555 LPXTG-anchored repetitive surface protein SasC	other	1842	6.2482703065872185
2971	ELEGCC_12855 CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone	other	1599	6.782864799499508
2972	ELEGCC_05595 Triple QxxK/R motif-containing protein	other	1596	5.691834354400632
2973	ELEGCC_05370 Plasmodium variant antigen protein Cir/Yir/Bir	other	1659	7.424052209854127
2974	ELEGCC_06500 HTH cro/C1-type domain-containing protein	other	1644	8.396173028945919
2975	ELEGCC_03140 Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	other	1701	6.466513156890869
2976	ELEGCC_12830 HTH cro/C1-type domain-containing protein	other	1692	10.034292478561401
2977	ELEGCC_03055 HTH cro/C1-type domain-containing protein	other	1668	9.498226842880236
2978	ELEGCC_03290 iron uptake transporter deferrochelatase/peroxidase subunit	iron_fes	1587	5.831812076568603
2979	ELEGCC_02340 Anthranilate/para-aminobenzoate synthases component I	other	1767	5.84284217834472
2980	ELEGCC_06230 group II intron reverse transcriptase/maturase	other	1749	5.47342210769653
2981	ELEGCC_12490 extracellular adherence protein Eap/Map	other	1722	5.193739595413194
2982	HCCNHA_11210 Phage protein	phage	1584	7.727722544670114
2983	HCCNHA_02895 Transposase	other	1593	6.438763961791972
2984	HCCNHA_00380 hypothetical protein	other	1545	6.118523635864255
2985	HCCNHA_02965 DUF4468 domain-containing protein	other	1581	6.718049526214607
2986	HCCNHA_08880 Transcriptional regulator	other	1761	4.932270336151125
2987	HCCNHA_07240 CPBP family intramembrane metalloprotease	other	1704	8.470503883361818
2988	HCCNHA_03880 hypothetical protein	other	1788	5.826278600692743
2989	HCCNHA_08730 Small, acid-soluble spore protein L	other	1587	7.882802200317368
2990	HCCNHA_13165 Replication protein	other	1629	7.499908142089845
2991	HCCNHA_05920 Accessory gene regulator D (Pheromone, type II)	other	1683	6.7215322494506875
2992	HCCNHA_04115 Doubtful CDS No database matches	other	1764	6.752871422767637
2993	HCCNHA_12900 Aspartate racemase	other	1554	9.860192346572877
2994	HCCNHA_06200 Exported protein	other	1641	9.644873237609861
2995	HCCNHA_05985 Pathogenicity island protein	other	1494	8.078018360137932
2996	HCCNHA_06220 Phage protein	phage	1638	8.397803688049317
2997	HCCNHA_12845 Photosystem II reaction center protein PsbH	other	1599	8.352884902954102
2998	HCCNHA_03900 Outer membrane beta-barrel protein HofE	other	1680	7.1818215894699104
2999	HCCNHA_06255 Phage protein	phage	1722	8.9041035079956
3000	HCCNHA_01225 Spore gernimation protein	other	1677	7.221827640533448
3001	HCCNHA_06395 Transcriptional regulator	other	1620	8.233683309555047
3002	HCCNHA_12875 Replication initiaton protein REP (rolling circle plasmid replication)	other	1596	7.575323319435116
3003	HCCNHA_06235 DUF3113 domain-containing protein	other	1617	8.674750747680653
3004	HCCNHA_01935 Toxin	other	1674	6.711395697593689
3005	HCCNHA_12895 Replication protein	other	1680	9.254486131668092
3006	HCCNHA_07030 peptide resistance ABC transporter activity modulator VraH	other	1683	4.880975666046144
3007	HCCNHA_01220 DNA-binding transcriptional regulator, XRE-family HTH domain	other	1665	8.511539459228507
3008	HCCNHA_06155 Phage protein	phage	1785	7.7572262001037755
3009	HCCNHA_08635 Phage protein	phage	1773	7.828890399932861
3010	HCCNHA_03945 Membrane spanning protein	other	1581	7.351470470428468
3011	HCCNHA_05990 Pathogenicity island protein	other	1689	7.570667800903304
3012	HCCNHA_08525 Excisionase from transposon Tn1545	other	1794	7.445438456535333
3013	HCCNHA_08590 DUF1381 domain-containing protein	other	1632	6.054383959770204
3014	HCCNHA_02940 Integral membrane protein	other	1656	6.819609332084685
3015	HCCNHA_05975 DNA-binding transcriptional regulator, XRE-family HTH domain	other	1626	9.81601881980896
3016	HCCNHA_06035 Spore coat protein	other	1668	8.918017253875723
3017	HCCNHA_01245 Holin	other	1656	7.509362602233895
3018	HCCNHA_06225 DUF3269 domain-containing protein	other	1827	9.122003726959228
3019	HCCNHA_08470 Conjugal transfer protein	other	1650	6.863766679763793
3020	HCCNHA_03875 Transposase	other	1710	5.852457833290106
3021	HCCNHA_08520 HTH-16 domain-containing protein	other	1563	8.09153867721556
3022	HCCNHA_02980 Phage protein	phage	1677	9.134059829711916
3023	HCCNHA_04880 Minor capsid protein	phage	1791	5.6352218151092455
3024	HCCNHA_06245 Phage protein	phage	1674	8.452527265548701
3025	HCCNHA_13000 Nitrogen regulation protein NIFR3	other	1644	6.096609668731679
3026	HCCNHA_12055 Transposase	other	1566	5.586832690238946
3027	HCCNHA_02805 IS1182 family transposase	other	1698	5.675846328735349
3028	HCCNHA_10140 Lipoprotein	other	1587	8.014513835906975
3029	HCCNHA_06250 Phage protein	phage	1716	8.644069766998282
3030	HCCNHA_08640 DUF3310 domain-containing protein	other	1737	8.940741691589347
3031	HCCNHA_06175 Phage protein	phage	1704	9.46200312614441
3032	HCCNHA_11125 persulfide-sensing transcriptional repressor CstR	other	1794	5.932860622405991
3033	HCCNHA_13180 IS21 family transposase	other	1695	5.53722554206848
3034	HCCNHA_09860 TIGR04197 family type VII secretion effector	other	1650	6.4626458501815796
3035	HCCNHA_06205 CRISPR-associated endoribonuclease Cas2	other	1584	8.065559253692632
3036	HCCNHA_06385 Phage protein	phage	1785	7.553116989135752
3037	HCCNHA_04885 polymorphic toxin type 50 domain-containing protein	other	1689	6.704844684600828
3038	HCCNHA_06420 N-acetylmuramoyl-L-alanine amidase	core	1692	8.246133947372437
3039	HCCNHA_08450 DUF961 domain-containing protein	other	1716	7.761642551422115
3040	HCCNHA_05980 HTH-17 domain-containing protein	other	1614	10.191679182052589
3041	HCCNHA_06000 DUF1474 domain-containing protein	other	1737	7.962476463317867
3042	HCCNHA_13095 LPXTG cell wall anchor domain-containing protein	other	1617	5.539617252349853
3043	HCCNHA_06165 Prophage pi2 protein 07	phage	1593	8.878857192993161
3044	HCCNHA_08675 TrmB family transcriptional regulator	other	1857	8.156536445617677
3045	HCCNHA_05215 staphostatin B	other	1752	6.172377486228943
3046	HCCNHA_03110 GCN5-related N-acetyltransferase	other	1782	7.707067146301279
3047	HCCNHA_09855 Conserved cytoplasmic protein	other	1626	5.798328280448914
3048	HCCNHA_11215 GNAT family N-acetyltransferase	other	1623	9.395814094543452
3049	HCCNHA_06025 ORF015	other	1686	7.637822723388674
3050	HCCNHA_06045 Transposase	other	1701	8.156585693359375
3051	HCCNHA_08615 YopX domain-containing protein	other	1680	8.367125682830812
3052	HCCNHA_08510 DNA-binding transcriptional regulator, XRE-family HTH domain	other	1728	8.078043575286866
3053	HCCNHA_06240 PVL ORF-50-like family	other	1752	6.949774084091187
3054	HCCNHA_11230 Lipoprotein	other	1770	7.836356325149536
3055	HCCNHA_01635 competence protein ComGF	other	1806	7.902203917503368
3056	HCCNHA_06390 Phage protein	phage	1707	8.785451259613042
3057	HCCNHA_06015 Interference protein with phage growth	phage	1644	10.385053558349608
3058	HCCNHA_06160 DUF2513 domain-containing protein	other	1671	8.589011001586911
3059	HCCNHA_08455 Conjugal transfer protein	other	1629	7.769609718322756
3060	HCCNHA_05585 UPF0344 protein SAR0931	other	1647	6.527343425750732
3061	HCCNHA_03000 staphylococcal enterotoxin type U	other	1710	8.298256378173845
3062	HCCNHA_03005 Enterotoxin Yent1	other	1686	7.961162853240982
3063	HCCNHA_12880 Replication protein	other	1596	8.426809453964227
3064	HCCNHA_06230 Phi ETA-like protein	phage	1701	8.25987434387207
3065	HCCNHA_06340 Bacteriophage protein	phage	1668	8.505798082351681
3066	HCCNHA_07905 DUF1433 domain-containing protein	other	1620	6.7168902826309065
3067	HCCNHA_09615 Acyl-CoA thioesterase FadM	other	1719	5.946011009216308
3068	HCCNHA_07910 DUF1433 domain-containing protein	other	1554	7.1611620330810615
3069	HCCNHA_03065 General stress protein 26 (function unknown)	other	1713	6.197966823577879
3070	HCCNHA_08515 DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	core	1725	7.684527416229248
3071	HCCNHA_11255 Zn-dependent glyoxalase, PhnB family	other	1764	9.815429935455318
3072	HCCNHA_08560 Transcriptional regulator	other	1617	8.211787376403807
3073	HCCNHA_01235 Stage II sporulation protein SpoIIM, component of the engulfment complex	other	1818	7.099224786758422
3074	HCCNHA_00755 TIGR01741 family protein	other	1668	7.393952116966244
3075	HCCNHA_06110 Lipoprotein	other	1647	9.36782485961914
3076	HCCNHA_08715 Toxin	other	1644	9.19375372886657
3077	HCCNHA_01940 Nonfunctional staphylococcal enterotoxin-like W	other	1581	7.536825561523447
3078	HCCNHA_13140 Replication and maintenance protein	other	1638	7.4884588384628294
3079	HCCNHA_00745 TIGR01741 family protein	other	1644	5.897967839241027
3080	HCCNHA_12780 hypothetical protein	other	1716	7.57446286678313
3081	HCCNHA_02975 Lipoprotein	other	1764	6.88283500194549
3082	HCCNHA_08475 Antirestriction protein ArdA	other	1677	7.712317562103272
3083	HCCNHA_00750 TIGR01741 family protein	other	1767	6.65430957794189
3084	HCCNHA_00765 TIGR01741 family protein	other	1629	7.2869214820861865
3085	HCCNHA_02900 Transposase	other	1647	7.741266489028927
3086	HCCNHA_11400 Extracellular protein	other	1674	7.0935920906066885
3087	HCCNHA_05610 signal peptidase I	other	1647	7.0446874904632555
3088	HCCNHA_06040 Spore coat protein CotF	other	1620	7.659024639129639
3089	HCCNHA_08595 Dimeric dUTPase, all-alpha-NTP-PPase (MazG) superfamily	other	1650	8.267790565490722
3090	HCCNHA_06190 Phi ETA orf 18-like protein	phage	1578	9.219216861724856
3091	HCCNHA_02215 DNA repair protein RadC	other	1623	7.831971683502197
3092	HCCNHA_02890 IS3 family transposase	other	1704	5.836183862686159
3093	HCCNHA_06050 Phage terminase, small subunit	phage	1602	8.126701726913453
3094	HCCNHA_06030 Pathogenicity island protein	other	1743	8.296955490112303
3095	HCCNHA_02935 DUF4888 domain-containing protein	other	1533	5.453013305664068
3096	HCCNHA_12790 AbiK	other	1527	7.130763540267944
3097	HCCNHA_01265 Yip1 domain-containing protein	other	1716	7.41184582710266
3098	HCCNHA_12785 RxLR effector protein	other	1737	7.6651627922058045
3099	HCCNHA_05925 Accessory gene regulator protein AgrB	other	1650	7.773423404693602
3100	HCCNHA_02875 Lipoprotein	other	1575	5.674831628799438
3101	HCCNHA_03890 Glycosyl transferase	other	1821	7.871488761901843
3102	HCCNHA_06020 Pathogenicity island protein	other	1713	8.662446632385253
3103	HCCNHA_03885 Pribosyltran domain-containing protein	other	1662	7.577781176567076
3104	HCCNHA_06195 Phi ETA orf 20-like protein	phage	1632	8.030270814895632
3105	HCCNHA_05970 DNA-binding transcriptional regulator, XRE family	other	1689	8.461442375183088
3106	HCCNHA_01880 ComE operon protein 1	other	1557	6.517626171112065
3107	HCCNHA_12870 Lipoprotein	other	1743	8.244727954864501
3108	HCCNHA_00280 superantigen-like protein SSL1	other	1605	5.860330581665041
3109	HCCNHA_01255 ABC-type lipoprotein export system, ATPase component	other	1707	6.121927165985112
3110	HCCNHA_00225 superantigen-like protein SSL11	other	1605	6.074091396331789
3111	HCCNHA_02810 Truncated transposase	other	1644	7.397940292358392
3112	HCCNHA_00255 superantigen-like protein SSL7	other	1629	6.503512229919435
3113	HCCNHA_00245 superantigen-like protein SSL9	other	1671	7.192294216156001
3114	HCCNHA_01230 ABC-type multidrug transport system, ATPase component	other	1683	7.3267679882049634
3115	HCCNHA_13135 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	1608	7.534369740486149
3116	HCCNHA_10420 Transmembrane protein	other	1767	7.8063502502441295
3117	HCCNHA_06150 Phage antirepressor protein YoqD, KilAC domain	phage	1632	7.7003301477432275
3118	HCCNHA_00195 Uncharacterized lipoprotein SAV0439	other	1617	9.093437271118153
3119	HCCNHA_07930 L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	resistance	1701	6.644500255584717
3120	HCCNHA_11065 Uncharacterized lipoprotein SAV0098	other	1662	7.1064357376098295
3121	HCCNHA_06210 Phg-2220-C domain-containing protein	other	1782	8.913859367370618
3122	HCCNHA_11075 Uncharacterized lipoprotein SAOUHSC_00052	other	1647	5.811305198669434
3123	HCCNHA_01510 Phage portal protein	phage	1707	8.03321555137635
3124	HCCNHA_02985 DUF1829 domain-containing protein	other	1587	7.916725425720209
3125	HCCNHA_06185 Phi ETA orf 17-like protein	phage	1746	10.413018989562987
3126	HCCNHA_06215 IstB-IS21 domain-containing protein	other	1626	8.138786792755127
3127	HCCNHA_12835 staphylococcal enterotoxin type R	other	1647	6.6428015232086155
3128	HCCNHA_00170 Uncharacterized lipoprotein SA0404	other	1710	6.6313775300979625
3129	HCCNHA_00185 Uncharacterized lipoprotein SAV0441	other	1770	8.533332824707017
3130	HCCNHA_06400 staphylococcal enterotoxin type P	other	1548	7.411857647895812
3131	HCCNHA_00190 Uncharacterized lipoprotein SA0400	other	1632	7.636405234336876
3132	HCCNHA_00200 Uncharacterized lipoprotein SAV0438	other	1635	7.854259681701661
3133	HCCNHA_02970 DUF1829 domain-containing protein	other	1695	9.102507343292233
3134	HCCNHA_02950 DUF1828 domain-containing protein	other	1578	9.30231731414795
3135	HCCNHA_00180 Uncharacterized lipoprotein SAV0442	other	1710	7.033373265266424
3136	HCCNHA_07855 Uncharacterized lipoprotein SAV2485	other	1623	7.295423078536985
3137	HCCNHA_00175 Uncharacterized lipoprotein SAV0443	other	1839	7.886765680313108
3138	HCCNHA_00630 protein-ADP-ribose hydrolase	other	1683	6.671640453338627
3139	HCCNHA_00210 tandem-type lipoprotein Lpl1	other	1599	6.92258934020996
3140	HCCNHA_11070 Uncharacterized lipoprotein SAV0097	other	1761	7.054423713684088
3141	HCCNHA_12840 staphylococcal enterotoxin type J	other	1674	7.626837787628171
3142	HCCNHA_12865 Transmembrane protein	other	1641	7.24603338241577
3143	HCCNHA_00165 Uncharacterized lipoprotein SA0405	other	1608	6.805116934776307
3144	HCCNHA_08340 hypothetical protein	other	1638	8.554045419692976
3145	HCCNHA_07245 Replication initiation protein	other	1578	7.879876947402955
3146	HCCNHA_06005 PriCT-1 domain-containing protein	other	1635	7.352568988800054
3147	HCCNHA_08330 DUF1672 domain-containing protein	other	1638	6.134432406425474
3148	HCCNHA_11250 putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	other	1539	8.326036949157709
3149	HCCNHA_08500 Conjugal transfer protein	other	1584	7.42357075214386
3150	HCCNHA_06075 Permease	resistance	1725	8.174810714721678
3151	HCCNHA_03870 HEPN-Apea domain-containing protein	other	1671	6.707638216018676
3152	HCCNHA_10135 Lipoprotein	other	1800	7.4106945180892945
3153	HCCNHA_08495 Cell wall-associated hydrolase, NlpC_P60 family	other	1641	8.085457611083925
3154	HCCNHA_03895 retron St85 family RNA-directed DNA polymerase	core	1740	6.985128278732272
3155	HCCNHA_12860 FTP domain-containing protein	other	1803	6.06724690437317
3156	HCCNHA_07805 Macrolide-efflux protein	resistance	1602	5.304705739021301
3157	HCCNHA_12795 RNA-directed DNA polymerase	core	1626	7.109611630439758
3158	HCCNHA_01260 Multidrug efflux pump subunit AcrA (membrane-fusion protein)	resistance	1623	6.801704006195067
3159	HCCNHA_05965 Site-specific recombinase XerD	other	1734	9.703579387664805
3160	HCCNHA_01360 NAD-dependent formate dehydrogenase	other	1635	7.883926820755007
3161	HCCNHA_01505 Zn-dependent peptidase ImmA, M78 family	other	1734	7.420329790115361
3162	HCCNHA_01250 ABC-type antimicrobial peptide transport system, permease component	resistance	1641	6.739319705963131
3163	HCCNHA_11110 type II sulfide:quinone oxidoreductase Sqr	other	1749	7.490039329528808
3164	HCCNHA_08465 DNA relaxase NicK	other	1716	7.1165263652801505
3165	HCCNHA_08530 Transposase from transposon Tn1545	other	1779	7.982099704742436
3166	HCCNHA_08850 putative arabinose efflux permease AraJ, MFS family	resistance	1677	8.158222846984865
3167	HCCNHA_02905 Restriction endonuclease S subunit	other	1734	7.358193583488474
3168	HCCNHA_07235 Plasmid recombination enzyme type 3	other	1605	8.516731414794927
3169	HCCNHA_05915 Sensor histidine kinase YesM	other	1683	5.322793073654176
3170	HCCNHA_13170 ISL3 family IS1181 transposase	other	1743	7.098056545257567
3171	HCCNHA_07860 Lipase	other	1620	6.879048490524277
3172	HCCNHA_11020 HTH-type transcriptional regulator NorG	other	1659	6.034716835021978
3173	HCCNHA_02585 Smooth muscle caldesmon	other	1611	7.0890505790710545
3174	HCCNHA_07230 tetracycline efflux MFS transporter Tet(K)	resistance	1749	9.061639709472653
3175	HCCNHA_00220 FKLRK protein	other	1791	6.554693317413329
3176	HCCNHA_11390 von Willebrand factor binding protein Vwb	other	1668	8.359718503952017
3177	HCCNHA_11225 DNA primase, phage- or plasmid-associated	phage	1743	7.951039218902576
3178	HCCNHA_06010 DUF927 domain-containing protein	other	1602	7.487884058952333
3179	HCCNHA_01240 ABC transporter permease	resistance	1656	7.378016901016238
3180	HCCNHA_11135 TIGR04141 family sporadically distributed protein	other	1560	6.514761710166938
3181	HCCNHA_08505 tetracycline resistance ribosomal protection protein Tet(M)	core	1650	6.998920173645018
3182	HCCNHA_11245 DNA-directed RNA polymerase	core	1713	7.230247554779052
3183	HCCNHA_08480 Type IV secretory pathway, VirB4 component	other	1722	8.196585407257079
3184	HCCNHA_00370 Transformation/transcription domain-associated protein-like	other	1743	5.195780563354492
3185	HCCNHA_11100 Transcriptional regulator of competence genes, TfoX/Sxy family	other	1671	6.089165258407591
3186	HCCNHA_02945 Plasmodium variant antigen protein Cir/Yir/Bir	other	1629	9.820304641723634
3187	HCCNHA_08460 DNA segregation ATPase FtsK/SpoIIIE or related protein	core	1719	7.097023916244503
3188	HCCNHA_06435 extracellular adherence protein Eap/Map	other	1557	6.913313236236572
3189	HCCNHA_11220 Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	other	1650	6.522955470085144
3190	MDBBCG_03365 Lipoprotein	other	1485	4.773171844482429
3191	MDBBCG_05730 SWIM-type domain-containing protein	other	1617	5.2811685562133786
3192	MDBBCG_05925 Transcriptional regulator	other	1650	5.073956432342529
3193	MDBBCG_08820 hypothetical protein	other	1785	6.067168216705333
3194	MDBBCG_02470 EAL domain-containing protein	other	1590	5.320281767845145
3195	MDBBCG_04515 hypothetical protein	other	1545	5.481593952178946
3196	MDBBCG_02870 SAR1012 family small protein	other	1650	5.432525396347046
3197	MDBBCG_10320 Transposase	other	1707	5.40891622543335
3198	MDBBCG_06025 Phage protein	phage	1665	6.960946331024163
3199	MDBBCG_09555 Doubtful CDS No database matches	other	1668	5.287224001884461
3200	MDBBCG_11370 Transposase	other	1626	5.47511088848114
3201	MDBBCG_02315 Transposase	other	1668	6.543634099960325
3202	MDBBCG_11075 Transposase	other	1668	4.9999019670486415
3203	MDBBCG_05435 Phage protein	phage	1614	6.98207046985626
3204	MDBBCG_10215 GRAM-POS-ANCHORING domain-containing protein	other	1671	6.5871738433837885
3205	MDBBCG_08435 Cytosolic protein	other	1560	5.662490644454958
3206	MDBBCG_04255 Spore coat protein	other	1758	8.243313703537
3207	MDBBCG_06300 Phage protein	phage	1617	5.408761234283434
3208	MDBBCG_03340 Transposase	other	1623	5.4585522937774655
3209	MDBBCG_05125 Lipoprotein, putative	other	1686	4.7204113006591815
3210	MDBBCG_06040 ATP-binding protein	other	1593	5.785791873931872
3211	MDBBCG_03190 Transposase	other	1773	4.696664581298828
3212	MDBBCG_04425 Mobile element-associated protein	other	1647	7.1290371799468994
3213	MDBBCG_04245 Phage protein	phage	1578	8.51070676803589
3214	MDBBCG_11410 hypothetical protein	other	1674	5.139590001106262
3215	MDBBCG_11520 Immunoglobulin G binding protein A	other	1548	10.208655834197996
3216	MDBBCG_02815 AAA-14 domain-containing protein	other	1653	5.618800392150879
3217	MDBBCG_03370 DUF1433 domain-containing protein	other	1518	4.536690006256103
3218	MDBBCG_04090 Beta-hemolysin	other	1683	8.141396923065185
3219	MDBBCG_06775 Secreted protein	other	1740	7.003726692199705
3220	MDBBCG_05645 DNA-binding transcriptional regulator, XRE-family HTH domain	other	1611	6.606967592239386
3221	MDBBCG_07045 Uncharacterized membrane protein YozV, TM2 domain, contains pTyr	other	1677	9.286110687255862
3222	MDBBCG_08160 Doubtful CDS No database matches	other	1605	6.49713027954102
3223	MDBBCG_11395 Acetyltransferase	other	1677	6.6109388542175305
3224	MDBBCG_11425 Group-specific protein	other	1602	4.654378309249878
3225	MDBBCG_06060 XRE family transcriptional regulator	other	1602	6.4723272800445555
3226	MDBBCG_07210 Cell wall hydrolase lytN	other	1623	6.420599727630615
3227	MDBBCG_02865 Uncharacterized membrane protein YozV, TM2 domain, contains pTyr	other	1629	5.251386871337891
3228	MDBBCG_03645 DUF2179 domain-containing protein	other	1650	4.3968664121627805
3229	MDBBCG_04355 DUF2829 domain-containing protein	other	1755	8.161132698059083
3230	MDBBCG_05335 Tandem-type lipoprotein	other	1659	5.111665248870854
3231	MDBBCG_11695 Pirin-C-2 domain-containing protein	other	1491	6.318740940093989
3232	MDBBCG_07450 Late competence development ComFB family protein	other	1689	4.879854717254636
3233	MDBBCG_07465 PrmC-N domain-containing protein	other	1638	6.010623002052304
3234	MDBBCG_01095 DUF2922 domain-containing protein	other	1641	5.4960109710693335
3235	MDBBCG_01810 Nitrogen regulation protein NIFR3	other	1707	5.258841361999516
3236	MDBBCG_07225 Methicillin resistance-related protein FmhC	other	1686	6.0579881429672255
3237	MDBBCG_02635 glutaredoxin-like protein NrdH	other	1665	6.360565795898434
3238	MDBBCG_05735 Transcriptional regulator	other	1611	4.625679540634157
3239	MDBBCG_08430 TIGR01741 family protein	other	1620	4.996994791030883
3240	MDBBCG_04250 DUF1024 domain-containing protein	other	1668	8.120914382934565
3241	MDBBCG_06035 GNAT family N-acetyltransferase	other	1758	6.9027831792831424
3242	MDBBCG_06595 TIGR04197 family type VII secretion effector	other	1650	5.683658890724182
3243	MDBBCG_05120 Transposase	other	1635	7.015373392105107
3244	MDBBCG_05550 Exotoxin	other	1632	5.042483563423157
3245	MDBBCG_02905 Lactococcin 972 family bacteriocin	other	1560	6.043320651054385
3246	MDBBCG_07480 Type I restriction-modification system restriction subunit	resistance	1617	5.267485885620117
3247	MDBBCG_03315 RNA-directed DNA polymerase, eukaryota, reverse transcriptase zinc-binding domain protein	core	1653	5.140860767364502
3248	MDBBCG_08490 TIGR04197 family type VII secretion effector	other	1722	6.05796230316162
3249	MDBBCG_01380 30S ribosomal protein S6	core	1542	5.222048716545104
3250	MDBBCG_06545 DUF2316 domain-containing protein	other	1575	5.416463203430176
3251	MDBBCG_05115 Transposase	other	1707	4.7118537044525155
3252	MDBBCG_03265 DUF3784 domain-containing protein	other	1713	7.074076232910153
3253	MDBBCG_04895 Rhodanese-related sulfurtransferase	iron_fes	1725	6.146254291534423
3254	MDBBCG_03350 SECA-MOTOR-DEAD domain-containing protein	other	1749	5.478114376068115
3255	MDBBCG_06525 RNase III domain-containing protein	other	1539	6.082981939315792
3256	MDBBCG_07470 50S ribosomal protein L31	core	1662	5.692982778549194
3257	MDBBCG_03310 Cytosolic protein	other	1716	6.404918622970566
3258	MDBBCG_04315 Phage protein	phage	1677	8.499949226379394
3259	MDBBCG_06590 Conserved cytoplasmic protein	other	1689	6.568159770965574
3260	MDBBCG_12075 complement inhibitor SCIN-C	other	1737	5.467494888305664
