gene_idx	gene_name	category	n_train_flipped	cutoff_99th
3261	MDBBCG_05020 Putative fluoride ion transporter CrcB	other	1575	6.108423204421997
3262	MDBBCG_02530 DUF488 domain-containing protein	other	1851	6.521345853805542
3263	MDBBCG_03255 hypothetical protein	other	1662	5.435349855422968
3264	MDBBCG_10140 Protein VraC	other	1683	7.1939329528808615
3265	MDBBCG_11400 Acetyltransferase	other	1548	5.585989418029784
3266	MDBBCG_05545 YxeA family protein	other	1731	6.678144073486332
3267	MDBBCG_11385 DoxX family protein	other	1662	6.398376588821409
3268	MDBBCG_05145 DUF1433 domain-containing protein	other	1686	6.109454154968267
3269	MDBBCG_10115 YwdI family protein	other	1599	6.0602476978302
3270	MDBBCG_03360 DUF1433 domain-containing protein	other	1629	4.7942499160766605
3271	MDBBCG_07800 zf-ISL3 domain-containing protein	other	1638	6.485373368263242
3272	MDBBCG_01375 Lipoprotein	other	1746	6.421835184097288
3273	MDBBCG_08485 DUF5082 domain-containing protein	other	1605	6.102071704864505
3274	MDBBCG_03380 DUF1433 domain-containing protein	other	1689	4.75746698379516
3275	MDBBCG_07475 TnsE-C domain-containing protein	other	1659	5.275583553314211
3276	MDBBCG_12060 formyl peptide receptor-like 1 inhibitory protein	other	1677	6.689181098937988
3277	MDBBCG_04160 DUF3168 domain-containing protein	other	1701	9.427038192749023
3278	MDBBCG_03375 DUF1433 domain-containing protein	other	1632	4.814819226264955
3279	MDBBCG_10715 Conserved domain protein	other	1593	7.009600963592523
3280	MDBBCG_03345 Transposase	other	1674	5.362230153083801
3281	MDBBCG_06050 DUF3037 domain-containing protein	other	1611	7.321711540222178
3282	MDBBCG_03335 DUF1433 domain-containing protein	other	1632	5.265116229057313
3283	MDBBCG_03800 Small heat shock protein IbpA, HSP20 family	other	1449	5.316144180297852
3284	MDBBCG_01990 DUF4064 domain-containing protein	other	1734	5.629738736152649
3285	MDBBCG_05475 UPF0355 protein MRSA252	other	1530	5.631561169624329
3286	MDBBCG_05130 Lipoprotein	other	1626	4.955772519111633
3287	MDBBCG_05135 DUF1433 domain-containing protein	other	1797	6.343518753051751
3288	MDBBCG_05150 DUF1433 domain-containing protein	other	1605	7.1059154129028395
3289	MDBBCG_06200 Chromate transporter	other	1737	5.30973630905151
3290	MDBBCG_06695 Heme-degrading monooxygenase HmoA and related ABM domain proteins	other	1737	7.7118190383910905
3291	MDBBCG_08465 Phage protein	phage	1641	5.6682933807372935
3292	MDBBCG_08470 DUF5085 domain-containing protein	other	1614	5.429028859138488
3293	MDBBCG_07455 Phage protein	phage	1626	5.216807126998901
3294	MDBBCG_00755 Competence protein ComGF	other	1647	8.18454957962036
3295	MDBBCG_11415 Acetyltransferase	other	1728	7.052090420722962
3296	MDBBCG_06315 peptide-methionine (S)-S-oxide reductase	other	1674	5.641826272010803
3297	MDBBCG_11925 Uncharacterized membrane YdbS, contains bPH2 (bacterial pleckstrin-like proteiny) domain	other	1779	6.203785057067871
3298	MDBBCG_11680 Extracellular matrix and plasma binding protein	other	1635	4.983665056228638
3299	MDBBCG_07215 Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)	other	1725	5.510462207794189
3300	MDBBCG_12050 Phosphoesterase	other	1647	6.95449554443359
3301	MDBBCG_08250 L-amino acid N-acyltransferase MnaT	other	1767	6.880210418701167
3302	MDBBCG_08450 Cytosolic protein	other	1773	5.087246437072752
3303	MDBBCG_11110 Acyl-CoA thioesterase FadM	other	1674	6.647998080253599
3304	MDBBCG_06495 glycosyl-4,4'-diaponeurosporenoate acyltransferase	other	1533	4.995409126281738
3305	MDBBCG_12070 complement convertase inhibitor Efb	other	1746	6.0281843662261965
3306	MDBBCG_08455 TIGR01741 family protein	other	1626	7.010316967964172
3307	MDBBCG_05330 Tandem-type lipoprotein	other	1611	5.474271392822271
3308	MDBBCG_04240 dUTP diphosphatase	other	1698	8.212641439437864
3309	MDBBCG_01905 Variable large protein	other	1692	5.449514455795276
3310	MDBBCG_07220 Aminoacyltransferase FemA	other	1776	4.5614173412323
3311	MDBBCG_11460 Bacterial regulatory s, tetR family protein	other	1695	7.111048927307122
3312	MDBBCG_05100 Peptidase-M78 domain-containing protein	other	1644	6.2455273675918574
3313	MDBBCG_11405 HTH-type transcriptional regulator SAR0097	other	1686	6.6835667371749885
3314	MDBBCG_08385 Putative acetyltransferase SAS2441	other	1731	6.127532815933231
3315	MDBBCG_07500 DUF1863 domain-containing protein	other	1695	5.586385526657097
3316	MDBBCG_02295 Transcriptional regulator, TetR family	other	1818	6.673289747238155
3317	MDBBCG_00085 Protease synthase and sporulation negative regulatory protein PAI 2	other	1644	6.864923191070557
3318	MDBBCG_05000 CPBP family intramembrane metalloprotease	other	1638	6.184290280342087
3319	MDBBCG_11365 Phage protein	phage	1623	6.34145845413208
3320	MDBBCG_01995 MFS transporter	other	1743	5.79140239715576
3321	MDBBCG_04420 Phage protein	phage	1674	6.9149248600006095
3322	MDBBCG_05075 Endonuclease	other	1704	5.510618472099305
3323	MDBBCG_05085 Lipoprotein	other	1671	6.504923915863037
3324	MDBBCG_12180 DUF443 domain-containing protein	other	1629	6.281273345947267
3325	MDBBCG_04330 Phage protein	phage	1662	9.116307067871091
3326	MDBBCG_05765 phosphoribosylanthranilate isomerase	other	1554	6.043396334648133
3327	MDBBCG_11375 DUF3169 domain-containing protein	other	1761	5.9732839584350605
3328	MDBBCG_08895 ComE operon protein 1	other	1626	6.498774170875549
3329	MDBBCG_05370 superantigen-like protein SSL11	other	1674	5.567071747779844
3330	MDBBCG_05420 superantigen-like protein SSL1	other	1665	4.960641212463377
3331	MDBBCG_05385 superantigen-like protein SSL10	other	1710	5.629752478599548
3332	MDBBCG_05390 superantigen-like protein SSL9	other	1650	5.725176854133606
3333	MDBBCG_05660 twin-arginine translocase subunit TatC	other	1725	7.109324073791503
3334	MDBBCG_05400 superantigen-like protein SSL5	other	1737	6.190350723266602
3335	MDBBCG_06030 Head morphogenesis protein	other	1734	6.527913885116579
3336	MDBBCG_05640 DUF3169 domain-containing protein	other	1722	6.645733985900878
3337	MDBBCG_06800 superantigen-like protein SSL12	other	1767	5.5565672683715714
3338	MDBBCG_06805 superantigen-like protein SSL13	other	1680	6.4409981441497814
3339	MDBBCG_06810 superantigen-like protein SSL14	other	1587	6.175994291305539
3340	MDBBCG_11465 Demethylmenaquinone methyltransferase	other	1635	7.174069385528565
3341	MDBBCG_03785 DNA-binding transcriptional regulator, MerR family	other	1773	6.489464607238769
3342	MDBBCG_03730 CbiX protein	other	1731	4.9373939037323
3343	MDBBCG_03295 Uncharacterized lipoprotein SAV2485	other	1671	5.071937894821167
3344	MDBBCG_11480 Staphylococcus tandem lipoproteins	other	1677	6.785711936950684
3345	MDBBCG_05350 Lipoprotein	other	1869	6.281932353973384
3346	MDBBCG_05770 indole-3-glycerol phosphate synthase TrpC	other	1731	5.194604635238648
3347	MDBBCG_03300 Uncharacterized lipoprotein MW2406	other	1581	6.02307510375977
3348	MDBBCG_05345 Uncharacterized lipoprotein SAB0392	other	1542	6.077044425010679
3349	MDBBCG_08600 PTS system, glucose subfamily, IIA component	other	1581	5.926385021209718
3350	MDBBCG_05325 Uncharacterized lipoprotein SAR0444	other	1620	6.196508173942562
3351	MDBBCG_08685 Arylamine N-acetyltransferase	other	1554	6.529685697555542
3352	MDBBCG_08950 staphylococcal enterotoxin type 26	other	1719	5.804220705032348
3353	MDBBCG_00505 Lipoprotein	other	1788	6.494471745491023
3354	MDBBCG_03100 Nickel ABC transporter	other	1707	6.2983551692962685
3355	MDBBCG_11455 Peptidase-S15 domain-containing protein	other	1686	6.5201051235199055
3356	MDBBCG_03285 Type II restriction-modification system restriction subunit	other	1914	4.991725540161128
3357	MDBBCG_09725 Heme A synthase	other	1662	6.108728637695308
3358	MDBBCG_06285 Lipoprotein	other	1677	5.508687076568604
3359	MDBBCG_11675 Extracellular matrix protein-binding adhesin Emp	other	1698	5.574291830062866
3360	MDBBCG_11175 formimidoylglutamase	other	1653	5.309995403289795
3361	MDBBCG_06290 Lipoprotein	other	1587	6.113472194671631
3362	MDBBCG_05405 superantigen-like protein SSL3	other	1635	5.650536012649537
3363	MDBBCG_07040 Lipoprotein	other	1752	7.423189692497254
3364	MDBBCG_11380 Amidohydro-rel domain-containing protein	other	1563	6.80921464920039
3365	MDBBCG_02290 Proline-rich protein	other	1629	5.662170104980469
3366	MDBBCG_07445 TnsC	other	1653	5.732890014648437
3367	MDBBCG_03095 Oligopeptide transport system permease protein	resistance	1626	7.033183693885803
3368	MDBBCG_05410 superantigen-like protein SSL3	other	1608	5.782390465736395
3369	MDBBCG_04405 Uncharacterized leukocidin-like protein 2	other	1545	5.532732391357421
3370	MDBBCG_03090 ABC transporter ATP-binding protein	other	1707	6.437198524475099
3371	MDBBCG_05375 Restriction endonuclease subunit S	other	1815	5.013806600570677
3372	MDBBCG_03280 Cytosine-specific methyltransferase	other	1671	5.136176681518554
3373	MDBBCG_03355 DUF2974 domain-containing protein	other	1656	5.755735635757449
3374	MDBBCG_04800 Smooth muscle caldesmon	other	1626	6.39536452293396
3375	MDBBCG_03305 Lipase	other	1644	5.842410125732421
3376	MDBBCG_11390 DHA2 family efflux MFS transporter permease subunit	resistance	1530	7.288827824592592
3377	MDBBCG_09235 cysteine--tRNA ligase	core	1611	5.637735843658449
3378	MDBBCG_05365 FKLRK protein	other	1587	5.904349231719968
3379	MDBBCG_11670 von Willebrand factor binding protein Vwb	other	1677	5.964175605773926
3380	MDBBCG_09585 Glycos-transf-1 domain-containing protein	other	1590	6.131590342521646
3381	MDBBCG_08480 Bacillus transposase protein	other	1647	5.189970464706418
3382	MDBBCG_03075 Oligopeptide ABC transporter	other	1674	5.981256098747253
3383	MDBBCG_07460 Tranposition Protein	other	1701	6.094175338745117
3384	MDBBCG_06295 Phage protein	phage	1545	6.143828315734858
3385	MDBBCG_02485 staphylocoagulase	other	1560	5.38039712905884
3386	MDBBCG_00510 Lipoprotein	other	1596	6.537625980377195
3387	MDBBCG_08885 ATP-binding protein	other	1806	4.851252985000615
3388	MDBBCG_04130 Membrane protein TolA involved in colicin uptake	other	1755	6.80943998336792
3389	MDBBCG_10210 MSCRAMM family adhesin SdrD	other	1692	6.2187710666656475
3390	MDBBCG_11430 Transcriptional regulator of competence genes, TfoX/Sxy family	other	1617	5.641323566436767
3391	MDBBCG_05155 Alpha/beta hydrolase	other	1773	6.405626926422117
3392	MDBBCG_03710 Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain	other	1755	5.0310883045196535
3393	MDBBCG_00875 DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	other	1512	5.990982284545901
3394	MDBBCG_05780 Aminodeoxychorismate/anthranilate synthase component II	other	1623	5.093692836761474
3395	MDBBCG_07495 Toll/interleukin-1 receptor domain-containing protein	other	1638	5.6496202611922985
3396	MDBBCG_02275 bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	other	1656	6.507173943519594
3397	MDBBCG_04085 extracellular adherence protein Eap/Map	other	1725	6.571944961547851
3398	BKBJOF_08525 Nitrogen regulation protein NIFR3	other	1794	5.219857273101806
3399	BKBJOF_07395 Pathogenicity island protein	other	1665	4.800151748657226
3400	BKBJOF_06365 Phage protein	phage	1581	7.531346607208256
3401	BKBJOF_12230 IS30 family ISSau1 transposase	other	1575	6.403418769836425
3402	BKBJOF_07495 o-succinylbenzoate synthase	other	1719	5.283338928222657
3403	BKBJOF_06645 NERD domain-containing protein	other	1593	6.361014957427959
3404	PIGFIO_12205 hypothetical protein	other	1734	3.814648246765143
3405	PIGFIO_08395 Collagen adhesin	other	1686	6.473925638198868
3406	PIGFIO_00330 Transposase	other	1644	4.9149498939514125
3407	PIGFIO_10510 Immunoglobulin G binding protein A precursor	other	1857	7.880514564514161
3408	PIGFIO_08215 MSCRAMM family adhesin SdrC	other	1641	6.807935905456528
3409	DKPFHJ_06960 DUF3265 domain-containing protein	other	1719	5.935377655029278
3410	DKPFHJ_04435 GRAM-POS-ANCHORING domain-containing protein	other	1725	7.413764266967774
3411	DKPFHJ_12875 Prophage L54a, Cro-related protein	phage	1812	9.293669643402092
3412	DKPFHJ_07180 Transposase	other	1551	5.680481195449829
3413	DKPFHJ_12485 hypothetical protein	other	1596	4.469069314002988
3414	DKPFHJ_12870 Bacteriophage L54a, antirepressor, putative	phage	1677	8.848666839599609
3415	DKPFHJ_10415 IS3 family transposase	other	1545	5.449579963684082
3416	DKPFHJ_09805 Lipase	other	1623	6.042116947174068
3417	DKPFHJ_03965 urease subunit alpha	other	1704	5.47740202903748
3418	DKPFHJ_09860 G5 domain-containing protein	other	1629	7.018010311126717
3419	AHEHON_10710 H15 domain-containing protein	other	1551	8.646334648132324
3420	AHEHON_10635 Phage protein	phage	1776	8.716394901275635
3421	AHEHON_10695 Phage protein	phage	1671	7.8865527629852155
3422	AHEHON_06715 XkdX family protein	phage	1659	8.810912322998057
3423	AHEHON_10620 DUF3113 domain-containing protein	other	1722	8.945683612823478
3424	AHEHON_10745 Excisionase	other	1632	8.658889760971071
3425	AHEHON_10715 Phage protein	phage	1800	8.457364206314086
3426	AHEHON_13185 Phage protein	phage	1626	8.713259220123291
3427	AHEHON_10700 MarR family transcriptional regulator	other	1701	10.690089225769043
3428	AHEHON_13060 Regulatory protein	other	1614	8.156720485687249
3429	AHEHON_10680 Phage protein	phage	1713	8.205964889526353
3430	AHEHON_10730 Cro-like repressor	other	1620	8.881862821578975
3431	AHEHON_10685 Phi PVL orf 39-like protein	phage	1683	8.304483985900884
3432	AHEHON_06690 phage holin	phage	1590	8.840563955307005
3433	AHEHON_06780 Phage head-tail adapter protein	phage	1635	8.170870609283448
3434	AHEHON_10690 Transposase	other	1764	9.064715528488147
3435	AHEHON_06785 ORF044	other	1626	7.278566837310791
3436	AHEHON_06775 Phage head-tail adapter protein	phage	1749	8.996239471435546
3437	AHEHON_06750 Phage protein	phage	1458	8.878463640213013
3438	AHEHON_06720 DUF2977 domain-containing protein	other	1656	9.353302383422859
3439	AHEHON_06695 Phi ETA orf 63-like protein	phage	1740	7.205166172981254
3440	AHEHON_06820 ORF038	other	1596	8.23654923439025
3441	AHEHON_10625 DUF1064 domain-containing protein	other	1629	9.37918930053711
3442	AHEHON_06770 HK97 gp10 family phage protein	phage	1707	8.412522945404055
3443	AHEHON_06765 DUF3168 domain-containing protein	other	1563	9.20257804870605
3444	AHEHON_10675 Siphovirus Gp157 family protein	other	1647	8.966096935272214
3445	AHEHON_06755 Phage protein	phage	1686	8.764604139328004
3446	AHEHON_10665 Single strand DNA binding protein	other	1587	9.161783752441366
3447	AHEHON_06680 PBECR4 domain-containing protein	other	1743	8.897308368682857
3448	AHEHON_06760 Putative tail protein	phage	1680	9.185306863784795
3449	AHEHON_06795 Scaffolding protein	other	1608	8.334295568466201
3450	AHEHON_10735 DNA-binding protein	other	1620	9.389374580383299
3451	AHEHON_10705 Transmembrane protein	other	1710	8.224248943328858
3452	AHEHON_05025 transposase	other	1803	5.49231595993042
3453	AHEHON_10720 DGQHR domain	other	1818	7.675658307075491
3454	AHEHON_13065 Repressor	other	1638	8.346597127914409
3455	AHEHON_10670 AAA domain-containing protein	other	1578	9.149201488494874
3456	AHEHON_10640 ATP-binding protein	other	1575	9.178250637054443
3457	AHEHON_10645 EF-hand domain-containing protein	other	1596	8.477519989013663
3458	AHEHON_06790 N4-gp56 family major capsid protein	phage	1617	8.523551902770995
3459	AHEHON_10725 DNA-binding protein Spo0J-like protein	other	1524	8.775487375259395
3460	AHEHON_10740 DUF4145 domain-containing protein	other	1797	7.565826206207273
3461	AHEHON_06740 Phage tail protein	phage	1533	8.688334007263185
3462	AHEHON_06800 Phage head morphogenesis protein	phage	1653	8.176755104064942
3463	AHEHON_10750 Integrase	phage	1644	8.366401014327996
3464	AHEHON_06700 BppU-N domain-containing protein	other	1584	8.212317857742311
3465	AHEHON_12470 Integrase	phage	1548	9.334734334945678
3466	AHEHON_06810 Terminase large subunit	phage	1635	8.563651199340825
3467	AHEHON_06805 phage portal protein	phage	1596	8.77310853004455
3468	AHEHON_06725 BppU-N domain-containing protein	other	1626	8.437946081161499
3469	AHEHON_06705 CHAP domain-containing protein	other	1770	6.975965905189502
3470	AHEHON_06735 Peptidase	other	1680	8.743043870925904
3471	AHEHON_06730 Minor structural protein	other	1800	9.42097720146179
3472	AHEHON_06745 Terminase	phage	1647	10.07026533126831
3473	LFCCLA_05900 EF-hand domain-containing protein	other	1668	6.133950934410092
3474	LFCCLA_06470 Phage protein	phage	1671	8.065303802490229
3475	LFCCLA_02200 hypothetical protein	other	1692	6.98006362915039
3476	LFCCLA_10990 Phage protein	phage	1575	9.30377767562866
3477	LFCCLA_06495 Phage protein	phage	1647	9.540579338073728
3478	LFCCLA_06500 Phage protein	phage	1605	9.28905506134034
3479	LFCCLA_06355 XkdX family protein	phage	1596	8.674902629852292
3480	LFCCLA_03805 Amino acid permease	resistance	1713	6.684473037719727
3481	LFCCLA_06310 Phage protein	phage	1749	9.120290374755857
3482	LFCCLA_06315 XRE family transcriptional regulator	other	1602	8.474372262954713
3483	LFCCLA_06440 Phage protein	phage	1656	9.282129478454591
3484	LFCCLA_11000 DUF1381 domain-containing protein	other	1695	7.356148319244384
3485	LFCCLA_05910 Nucleotide exchange factor GrpE	other	1707	6.815554561614992
3486	LFCCLA_09315 DUF2483 domain-containing protein	other	1686	8.969136762619028
3487	LFCCLA_09385 Phage protein	phage	1554	8.083791904449463
3488	LFCCLA_06485 Phage protein	phage	1662	6.8962816190719485
3489	LFCCLA_10655 MafI family immunity protein	other	1686	5.613683032989504
3490	LFCCLA_02150 PID domain-containing protein	other	1635	6.560014581680301
3491	LFCCLA_09275 ORF063	other	1551	8.394769191741943
3492	LFCCLA_12145 Cytosolic protein	other	1707	7.640689611434949
3493	LFCCLA_05905 Transposase	other	1749	5.947843933105464
3494	LFCCLA_12150 DUF2482 domain-containing protein	other	1746	7.847921323776242
